Run, Time Trad, Time ToA,,, Time First ASP, Time Second ASP, Plan Length Trad, Activity Length ToA, New Activity, Activity Name, Number Activities, Conditions Index, Goal,Goal Holds
1051,7.112185,110.705075,15.3782024339,74.5466419715,36.443501,74.260799,14,14,True,0,103,557,tidy_all(library),False
1052,0.26306,62.090483,15.3638344278,74.5348015162,62.090122,0,6,0,False,12,103,215,tidy_all(library),False
1053,49.573597,52.539126,15.3963223314,74.5139129354,52.538772,0,11,0,False,3,103,505,tidy_all(library),False
1054,25.349821,37.903022,15.4057658786,74.4791777448,37.902698,0,9,0,False,31,103,109,tidy_all(library),False
1055,5.881673,106.332277,15.3967383024,74.5093702559,60.168597,46.162948,18,18,True,0,103,190,tidy_all(library),False
1056,69.588453,606.676423,15.448056214,75.0133163286,88.329997,518.345648,14,14,True,0,103,188,tidy_all(library),False
1057,0.789645,38.488625,15.4341882753,74.9787612753,32.497244,5.990539,23,23,True,0,103,340,tidy_all(library),False
1058,41.049427,61.022702,15.458399276,74.965570293,61.022373,0,12,0,False,71,103,362,tidy_all(library),False
1059,0.845415,39.049257,15.444600424,74.931654983,32.730186,6.318276,23,23,True,0,103,345,tidy_all(library),False
1060,47.571888,81.959659,15.4749091858,74.9382851755,59.619868,22.339069,11,11,True,104,104,221,tidy_all(library),False
1061,7.058424,91.919681,15.4669765891,74.9542902611,54.787421,37.131539,14,14,True,0,104,383,tidy_all(library),False
1062,6.225979,108.67625,15.4582750847,74.9860435188,73.640603,35.034809,17,17,True,0,104,416,tidy_all(library),False
1063,54.264841,55.469811,15.4947817319,74.9676839398,55.469452,0,12,0,False,42,104,367,tidy_all(library),False
1064,24.428558,52.892743,15.5031781382,74.9469368148,42.41112,10.480838,9,9,True,0,104,97,tidy_all(library),False
1065,14.027986,42.500167,15.5017929812,74.9164703643,42.499846,0,13,0,False,44,104,350,tidy_all(library),False
1066,23.254931,124.083515,15.5090660938,74.9625932955,124.083154,0,10,0,False,35,104,459,tidy_all(library),False
1067,0.32662,33.182218,15.4948369972,74.9234364302,33.181897,0,4,0,False,8,104,575,tidy_all(library),False
1068,2.146383,51.999202,15.4823384448,74.9019717912,38.562191,13.436234,19,19,True,0,104,514,tidy_all(library),False
1069,11.128878,156.778206,15.4782659841,74.978563217,29.88943,126.888082,16,16,True,0,104,87,tidy_all(library),False
1070,18.690094,33.493553,15.4812676925,74.9397921794,33.493275,0,11,0,False,14,104,69,tidy_all(library),False
1071,24.066183,176.355015,15.4892834865,75.0344842642,74.463323,101.890867,14,14,True,0,104,254,tidy_all(library),False
1072,9.477056,138.99099,15.4836750653,75.0941451838,71.437569,67.552554,16,16,True,0,104,311,tidy_all(library),False
1073,9.390802,59.937561,15.477996712,75.0800197558,59.937268,0,13,0,False,94,104,470,tidy_all(library),False
1074,4.653888,68.80004,15.4679183985,75.0741724749,31.94612,36.853154,18,18,True,0,104,88,tidy_all(library),False
1075,17.836298,151.349957,15.4701215423,75.145126693,77.172652,74.176526,17,17,True,0,104,158,tidy_all(library),False
1076,0.254479,31.411166,15.4559806106,75.1044817481,31.41086,0,4,0,False,69,104,6,tidy_all(library),False
1077,18.358556,144.115466,15.4586756667,75.1685587994,62.645573,81.469118,17,17,True,0,104,231,tidy_all(library),False
1078,0.236067,50.599253,15.4445545083,75.1457672356,50.598944,0,3,0,False,4,104,30,tidy_all(library),False
1079,17.254598,48.885708,15.4462320278,75.1214298313,48.885356,0,13,0,False,101,104,481,tidy_all(library),False
1080,1.367522,76.234135,15.4331961852,75.1224601139,66.655123,9.578207,22,22,True,0,104,202,tidy_all(library),False
1081,30.36575,41.264634,15.4470098335,75.0911392757,34.056633,7.207206,8,8,True,0,104,119,tidy_all(library),False
1082,18.559414,68.529388,15.4498863623,75.0850748105,68.529078,0,9,0,False,76,104,401,tidy_all(library),False
1083,7.660251,92.924425,15.4426937165,75.1015469714,48.363266,44.560414,17,17,True,0,104,148,tidy_all(library),False
1084,2.311225,57.722931,15.4305798155,75.0855150378,42.246853,15.475355,19,19,True,0,104,333,tidy_all(library),False
1085,37.452441,281.30791,15.4508764618,75.2755817613,28.86971,252.437545,14,14,True,0,104,14,tidy_all(library),False
1086,14.118337,51.761091,15.4496494457,75.2539293757,51.760781,0,12,0,False,41,104,279,tidy_all(library),False
1087,7.203909,88.131403,15.4420636679,75.2657761776,30.059449,58.071184,16,16,True,0,104,4,tidy_all(library),False
1088,44.438644,32.603293,15.4687149366,75.2265643364,32.603026,0,12,0,False,69,104,2,tidy_all(library),False
1089,24.314899,54.562787,15.4768381543,75.2075893343,54.562457,0,11,0,False,68,104,95,tidy_all(library),False
1090,0.250511,43.223726,15.4628690468,75.1782463404,43.223415,0,4,0,False,55,104,318,tidy_all(library),False
1091,4.605145,73.33976,15.4529169624,75.1765612017,33.216782,40.122199,16,16,True,0,104,118,tidy_all(library),False
1092,5.104143,95.11395,15.4434400632,75.1948188837,70.534486,24.578713,19,19,True,0,104,159,tidy_all(library),False
1093,29.631234,55.245698,15.4564206615,75.176567172,49.276827,5.967019,9,9,True,0,104,177,tidy_all(library),False
1094,54.595576,78.656763,15.4921968547,75.1797483382,78.656468,0,13,0,False,36,104,151,tidy_all(library),False
1095,0.231273,19.238153,15.4782599379,75.1286601233,19.237829,0,0,0,False,0,104,540,tidy_all(library),True
1096,37.484982,314.257777,15.4983390639,75.3468436241,28.792635,285.46438,14,14,True,0,104,14,tidy_all(library),False
1097,0.961899,48.421832,15.485087979,75.322299402,48.421517,0,6,0,False,55,104,192,tidy_all(library),False
1098,0.25169,31.741677,15.4712142104,75.2826084891,31.741386,0,4,0,False,13,104,78,tidy_all(library),False
1099,0.269153,59.991777,15.4573815796,75.2686950846,59.991456,0,7,0,False,52,104,492,tidy_all(library),False
1100,0.344617,267.416685,15.4436427027,75.4433750755,267.416348,0,6,0,False,29,104,465,tidy_all(library),False
1101,2.142287,51.180492,15.4315615441,75.4213379428,37.692654,13.487129,19,19,True,0,104,514,tidy_all(library),False
1102,25.088481,30.981779,15.4403246289,75.3810116642,30.981504,0,13,0,False,18,104,50,tidy_all(library),False
1103,10.603639,652.842386,15.4359396011,75.9045487217,56.905265,595.936395,15,15,True,0,104,488,tidy_all(library),False
1104,7.217799,101.84101,15.4284956332,75.9280418931,29.328199,72.512063,14,14,True,0,104,567,tidy_all(library),False
1105,0.25096,48.090499,15.4147603068,75.9028495466,48.090155,0,7,0,False,95,104,499,tidy_all(library),False
1106,52.645383,353.686237,15.4484227143,76.1540099331,43.101995,310.583435,14,14,True,0,104,295,tidy_all(library),False
1107,0.399837,424.668379,15.4348286893,76.4688377281,424.668015,0,8,0,False,85,104,456,tidy_all(library),False
1108,24.366589,52.372023,15.4428898448,76.4470897004,42.648453,9.722747,9,9,True,0,104,97,tidy_all(library),False
1109,4.267168,86.5361,15.4328125482,76.4561870947,53.704489,32.830653,17,17,True,0,104,10,tidy_all(library),False
1110,17.592909,38.397321,15.4347585811,76.4218998279,38.397015,0,12,0,False,100,104,33,tidy_all(library),False
1111,20.134682,44.013267,15.4389889352,76.3927291413,44.01292,0,12,0,False,27,104,377,tidy_all(library),False
1112,24.918992,83.753132,15.4475141178,76.3993482086,83.752835,0,13,0,False,74,104,399,tidy_all(library),False
1113,7.806136,138.678696,15.440648549,76.455304496,76.938501,61.739325,17,17,True,0,104,163,tidy_all(library),False
1114,1.614526,55.164883,15.4282373079,76.436192807,45.929489,9.233647,21,21,True,0,104,525,tidy_all(library),False
1115,49.411005,45.096504,15.4587151265,76.4080854628,45.096208,0,12,0,False,6,104,314,tidy_all(library),False
1116,16.788718,70.887521,15.4599068853,76.4031387204,70.887162,0,12,0,False,83,104,269,tidy_all(library),False
1117,0.235225,50.386258,15.4462769105,76.379846974,50.385936,0,3,0,False,4,104,30,tidy_all(library),False
1118,1.44519,69.913568,15.4337535769,76.3740631825,69.913255,0,8,0,False,80,104,286,tidy_all(library),False
1119,3.69249,76.697208,15.4232609374,76.3743519625,55.068533,21.627805,19,19,True,0,104,94,tidy_all(library),False
1120,0.237054,46.037651,15.4097018241,76.3472656223,46.037353,0,7,0,False,16,104,503,tidy_all(library),False
1121,1.94706,47.651872,15.397692331,76.3216675905,26.172282,21.478709,18,18,True,0,104,549,tidy_all(library),False
1122,9.403908,58.910501,15.3923502772,76.3061496168,58.910186,0,13,0,False,94,104,470,tidy_all(library),False
1123,0.284904,46.363566,15.37889752,76.2794865859,46.363247,0,7,0,False,53,104,536,tidy_all(library),False
1124,0.265677,50.888969,15.3654515943,76.2568971575,50.888617,0,6,0,False,71,104,392,tidy_all(library),False
1125,0.231611,26.130368,15.3519992916,76.2123402427,26.130081,0,1,0,False,72,104,144,tidy_all(library),False
1126,41.676451,70.658627,15.3753780231,76.2074079929,70.658306,0,12,0,False,73,104,182,tidy_all(library),False
1127,5.56375,83.884007,15.3666720532,76.2142195271,26.515527,57.367737,16,16,True,0,104,548,tidy_all(library),False
1128,1.102362,52.821188,15.3540263883,76.1934810239,45.526529,7.293931,21,21,True,0,104,339,tidy_all(library),False
1129,11.54568,111.034891,15.3506531851,76.2243414402,59.214677,51.819444,15,15,True,0,104,172,tidy_all(library),False
1130,1.543334,58.256681,15.3384343186,76.2084408558,53.474642,4.781268,7,7,True,0,104,246,tidy_all(library),False
1131,30.329912,40.457119,15.3516893828,76.1768304916,33.231967,7.224353,8,8,True,0,104,119,tidy_all(library),False
1132,30.247791,72.129635,15.3648484832,76.1732552306,63.343327,8.785581,9,9,True,0,104,529,tidy_all(library),False
1133,4.612607,79.4237,15.3553584201,76.1761241139,44.67754,34.745486,15,15,True,0,104,532,tidy_all(library),False
1134,20.813976,141.151023,15.3601720159,76.2334212028,131.849901,9.299279,10,10,True,0,104,458,tidy_all(library),False
1135,3.245756,70.049531,15.3494985216,76.2279728414,46.200086,23.848588,18,18,True,0,104,370,tidy_all(library),False
1136,0.347309,77.626823,15.3362923688,76.2292042236,77.626502,0,6,0,False,73,104,212,tidy_all(library),False
1137,7.815142,44.667414,15.3296774609,76.2014453931,44.667055,0,11,0,False,70,104,538,tidy_all(library),False
1138,0.283253,67.988726,15.3164556467,76.1942285923,63.509694,4.478264,8,8,True,0,104,282,tidy_all(library),False
1139,34.944369,40.239492,15.3336882309,76.1626616594,33.581468,6.657309,10,10,True,0,104,573,tidy_all(library),False
1140,7.665308,92.418396,15.3269615816,76.1769210754,48.086736,44.330901,17,17,True,0,104,148,tidy_all(library),False
1141,16.014628,77.336337,15.3275642691,76.1779372156,77.336034,0,11,0,False,26,104,168,tidy_all(library),False
1142,0.251894,48.131236,15.3143631567,76.1533779326,48.130894,0,5,0,False,44,104,354,tidy_all(library),False
1143,47.78134,67.601307,15.3427682108,76.1458958058,67.600967,0,11,0,False,104,104,221,tidy_all(library),False
1144,31.846042,47.806521,15.3571941495,76.121123625,47.806183,0,10,0,False,8,104,371,tidy_all(library),False
1145,13.741827,115.635588,15.3557833485,76.1556340742,28.180349,87.454474,15,15,True,0,104,51,tidy_all(library),False
1146,19.23632,53.701763,15.3591695061,76.1360408185,48.431096,5.26994,8,8,True,0,104,385,tidy_all(library),False
1147,0.706434,35.396394,15.3463946713,76.1005223819,35.396038,0,8,0,False,37,104,572,tidy_all(library),False
1148,0.281732,67.868616,15.3332721429,76.0933517317,67.868324,0,5,0,False,82,104,150,tidy_all(library),False
1149,0.254974,31.178044,15.320149168,76.0542609504,31.177747,0,4,0,False,69,104,6,tidy_all(library),False
1150,21.75283,33.25981,15.3257428035,76.0170483843,33.259533,0,12,0,False,10,104,541,tidy_all(library),False
1151,36.2855,279.623979,15.3439528445,76.1939440669,83.911674,195.711524,14,14,True,0,104,183,tidy_all(library),False
1152,10.969473,60.003274,15.340155553,76.1798896658,60.00296,0,13,0,False,52,104,487,tidy_all(library),False
1153,31.450674,48.731582,15.3541282489,76.1560836748,48.731205,0,10,0,False,8,104,371,tidy_all(library),False
1154,25.648819,83.649971,15.3630491248,76.1625775113,83.649681,0,9,0,False,99,104,422,tidy_all(library),False
1155,2.848894,94.44542,15.3522143584,76.1784068121,77.592487,16.852026,19,19,True,0,104,417,tidy_all(library),False
1156,0.235322,19.221584,15.3391374619,76.1291362042,19.221297,0,0,0,False,0,104,216,tidy_all(library),True
1157,58.795283,76.202142,15.3766967926,76.1291993034,76.201796,0,13,0,False,32,104,146,tidy_all(library),False
1158,4.396926,64.881765,15.3672151252,76.1194864931,41.331151,23.54986,17,17,True,0,104,508,tidy_all(library),False
1159,1.878064,61.954308,15.3555765134,76.1072645962,47.39517,14.558341,20,20,True,0,104,381,tidy_all(library),False
1160,12.74242,42.721766,15.3533237922,76.078483994,34.718892,8.002036,8,8,True,0,104,133,tidy_all(library),False
1161,10.764678,37.601258,15.3493714703,76.0453425418,37.600951,0,12,0,False,20,104,564,tidy_all(library),False
1162,0.591382,57.233762,15.336670963,76.029153574,57.233423,0,7,0,False,33,104,502,tidy_all(library),False
1163,1.784572,71.890248,15.3250182554,76.0255947558,58.702227,13.187347,21,21,True,0,104,160,tidy_all(library),False
1164,19.938988,60.777783,15.3289821469,76.0124952612,60.777467,0,11,0,False,19,104,479,tidy_all(library),False
1165,17.259633,51.422619,15.3306393579,75.9913880712,51.422311,0,13,0,False,74,104,471,tidy_all(library),False
1166,38.114904,42.88925,15.3501798937,75.9629985875,37.302773,5.585699,9,9,True,0,104,140,tidy_all(library),False
1167,0.255702,32.534139,15.3372454653,75.9257844833,32.533757,0,3,0,False,97,104,114,tidy_all(library),False
1168,5.838233,86.16336,15.3291127491,75.9345495308,47.313533,38.848974,18,18,True,0,104,448,tidy_all(library),False
1169,17.181284,131.150061,15.3306971557,75.9817826459,32.923616,98.225709,13,13,True,105,105,39,tidy_all(library),False
1170,23.650578,57.423177,15.337808165,75.9659205897,57.422843,0,12,0,False,12,105,281,tidy_all(library),False
1171,2.311901,49.40035,15.3266844184,75.9432343638,35.030585,14.368964,17,17,True,0,105,347,tidy_all(library),False
1172,20.01443,69.002627,15.3306842014,75.9373123439,69.002356,0,12,0,False,41,105,207,tidy_all(library),False
1173,47.325131,65.010593,15.3579599446,75.9279971526,65.010243,0,9,0,False,104,105,149,tidy_all(library),False
1174,10.14502,92.302046,15.353519621,75.9419443833,47.574428,44.726851,15,15,True,0,105,100,tidy_all(library),False
1175,0.28043,42.259128,15.3406914596,75.9132781566,37.213665,5.043603,6,6,True,0,105,65,tidy_all(library),False
1176,0.288117,46.572792,15.3278916514,75.8883287636,41.771693,4.800326,7,7,True,0,105,67,tidy_all(library),False
1177,17.08002,657.756008,15.3293802906,76.3826938267,196.672419,461.082851,14,14,True,0,105,446,tidy_all(library),False
1178,0.31681,54.310949,15.3166361732,76.3639572012,54.310608,0,6,0,False,45,105,294,tidy_all(library),False
1179,0.484977,67.309351,15.3040563096,76.3562772977,62.601762,4.706685,6,6,True,0,105,210,tidy_all(library),False
1180,5.88398,81.881399,15.2960731941,76.3609596042,49.231937,32.648741,17,17,True,0,105,518,tidy_all(library),False
1181,1.445948,60.769196,15.2843457384,76.3477574335,60.768888,0,8,0,False,80,105,286,tidy_all(library),False
1182,4.04394,85.483856,15.2748360888,76.3554867893,62.484371,22.998696,19,19,True,0,105,154,tidy_all(library),False
1183,43.092914,98.836562,15.2983509476,76.3744902342,98.83625,0,13,0,False,92,105,404,tidy_all(library),False
1184,1.43508,61.032099,15.2866421039,76.3615321334,61.031811,0,8,0,False,80,105,286,tidy_all(library),False
1185,1.202817,64.374426,15.2747570194,76.3514164321,64.374137,0,8,0,False,83,105,198,tidy_all(library),False
1186,1.214631,63.831531,15.2629019384,76.3408600363,63.831157,0,8,0,False,83,105,198,tidy_all(library),False
1187,5.610999,147.977559,15.2547705965,76.4012110885,100.375392,47.601368,18,18,True,0,105,267,tidy_all(library),False
1188,14.500855,63.943464,15.2541359874,76.3907247694,63.943111,0,7,0,False,74,105,429,tidy_all(library),False
1189,24.744482,65.013038,15.2621177754,76.3811556468,65.012726,0,13,0,False,74,105,399,tidy_all(library),False
1190,9.747727,124.677203,15.2574838336,76.4217405605,68.404004,56.272389,15,15,True,0,105,167,tidy_all(library),False
1191,49.861408,36.713052,15.2865383459,76.388399932,36.712707,0,10,0,False,22,105,73,tidy_all(library),False
1192,17.756069,56.570997,15.2886100998,76.371774594,47.94522,8.624818,7,7,True,0,105,29,tidy_all(library),False
1193,11.824819,207.177807,15.2857066706,76.4814192146,34.167338,173.009746,14,14,True,0,105,45,tidy_all(library),False
1194,18.660278,46.163878,15.2885329447,76.456027639,46.163558,0,13,0,False,97,105,111,tidy_all(library),False
1195,2.802046,37.637974,15.2780840017,76.4235439121,31.751975,5.8852,9,9,True,0,105,353,tidy_all(library),False
1196,0.292235,35.180047,15.2655540276,76.3890593829,35.179695,0,6,0,False,21,105,132,tidy_all(library),False
1197,19.001263,40.693296,15.2686749206,76.3592383609,32.01792,8.674619,10,10,True,0,105,131,tidy_all(library),False
1198,11.585163,127.952002,15.2656002028,76.4023041068,67.726899,60.224365,15,15,True,0,105,172,tidy_all(library),False
1199,29.672823,67.818632,15.2776162352,76.3951450809,67.818305,0,13,0,False,7,105,161,tidy_all(library),False
1200,24.695928,41.674494,15.2854648283,76.366211205,34.968271,6.705422,8,8,True,0,105,61,tidy_all(library),False
1201,34.159632,234.816442,15.3011802048,76.4981431207,64.568793,170.246909,15,15,True,0,105,147,tidy_all(library),False
1202,4.653603,90.877818,15.2923219875,76.5101062446,44.734217,46.14286,18,18,True,0,105,307,tidy_all(library),False
1203,0.660959,32.584984,15.280159591,76.4735932585,32.58468,0,6,0,False,22,105,90,tidy_all(library),False
1204,6.643929,117.864452,15.272986642,76.5079710482,79.591634,38.271998,17,17,True,0,105,406,tidy_all(library),False
1205,43.871818,65.70566,15.296720112,76.4990064747,65.705358,0,10,0,False,62,105,185,tidy_all(library),False
1206,10.71835,144.739818,15.2929237852,76.5555908955,82.064671,62.674367,16,16,True,0,105,199,tidy_all(library),False
1207,0.290402,49.655339,15.2804941897,76.5333040257,49.654972,0,7,0,False,1,105,228,tidy_all(library),False
1208,3.020611,86.52185,15.2703452798,76.5415726896,56.261047,30.26007,18,18,True,0,105,375,tidy_all(library),False
1209,5.585399,116.062998,15.2623345715,76.5742620405,28.174534,87.887693,16,16,True,0,105,548,tidy_all(library),False
1210,21.6278,207.688414,15.2675952868,76.6826208438,35.671822,172.015832,14,14,True,0,105,3,tidy_all(library),False
1211,0.23706,48.24486,15.2551836144,76.6591379694,44.151915,4.09207,4,4,True,0,105,390,tidy_all(library),False
1212,0.249501,32.464553,15.2428026881,76.6226737904,32.464246,0,4,0,False,13,105,78,tidy_all(library),False
1213,3.214989,67.306972,15.2328869308,76.6149939044,45.081563,22.224678,18,18,True,0,105,370,tidy_all(library),False
1214,0.268426,58.293308,15.2205603567,76.5999019061,58.292989,0,7,0,False,46,105,501,tidy_all(library),False
1215,18.998229,71.447227,15.223669549,76.5956610214,71.446935,0,13,0,False,39,105,239,tidy_all(library),False
1216,30.377055,57.969371,15.2361312146,76.5803433487,57.969062,0,13,0,False,87,105,19,tidy_all(library),False
1217,1.510366,54.098169,15.2248528537,76.5618699104,45.594899,8.502468,21,21,True,0,105,520,tidy_all(library),False
1218,0.291425,35.352659,15.2125922397,76.5280364039,35.352321,0,6,0,False,21,105,132,tidy_all(library),False
1219,3.020098,85.42911,15.2025901936,76.5353383511,54.960139,30.468246,18,18,True,0,105,375,tidy_all(library),False
1220,0.232779,19.424927,15.1903198566,76.4885265385,19.424593,0,0,0,False,0,105,432,tidy_all(library),True
1221,0.237576,63.025797,15.1780735471,76.477500552,63.025481,0,5,0,False,16,105,431,tidy_all(library),False
1222,23.923911,46.34968,15.1852305336,76.4528460344,46.349351,0,13,0,False,23,105,506,tidy_all(library),False
1223,29.878115,68.813954,15.1972443393,76.4466000065,68.813643,0,13,0,False,7,105,161,tidy_all(library),False
1224,16.414229,102.679428,15.1982386078,76.4680320556,30.205256,72.473469,14,14,True,0,105,542,tidy_all(library),False
1225,29.416043,76.978118,15.2098449788,76.4684484522,76.977826,0,11,0,False,7,105,233,tidy_all(library),False
1226,2.448619,53.972184,15.1994361485,76.4500991338,41.931507,12.039886,19,19,True,0,105,524,tidy_all(library),False
1227,25.094152,31.43367,15.2075003015,76.4134109275,31.43339,0,13,0,False,18,105,50,tidy_all(library),False
1228,0.232255,19.321777,15.1953054764,76.3669193689,19.321458,0,0,0,False,0,105,360,tidy_all(library),True
1229,49.719793,47.971566,15.2233970041,76.3438149317,47.971223,0,11,0,False,3,105,505,tidy_all(library),False
1230,17.795936,44.693058,15.2254884992,76.3180826089,38.442069,6.250239,9,9,True,0,105,68,tidy_all(library),False
1231,25.479922,46.792684,15.2338186645,76.2940977197,46.792373,0,8,0,False,35,105,393,tidy_all(library),False
1232,2.578222,85.865841,15.2235462646,76.3018669919,65.924169,19.940954,20,20,True,0,105,196,tidy_all(library),False
1233,1.568768,72.105695,15.2124718297,76.2984637705,62.823168,9.281693,21,21,True,0,105,418,tidy_all(library),False
1234,15.598182,203.219715,15.2127843987,76.4013172966,35.421863,167.797059,14,14,True,0,105,117,tidy_all(library),False
1235,31.691009,55.92392,15.2261270907,76.3847364081,55.923621,0,10,0,False,8,105,371,tidy_all(library),False
1236,17.302501,66.974814,15.2278070049,76.3771232023,66.974457,0,12,0,False,80,105,280,tidy_all(library),False
1237,8.334376,135.450896,15.222234304,76.4248788795,84.493867,50.95623,17,17,True,0,105,226,tidy_all(library),False
1238,7.039991,89.41702,15.2156250606,76.4353733393,44.792271,44.624038,14,14,True,0,105,383,tidy_all(library),False
1239,0.260693,77.992033,15.2035548975,76.4366297232,77.991739,0,6,0,False,12,105,215,tidy_all(library),False
1240,0.408487,53.840044,15.1916233911,76.4184066702,53.839731,0,7,0,False,19,105,480,tidy_all(library),False
1241,5.677578,79.311877,15.1839569565,76.4207382337,50.757143,28.553938,17,17,True,0,105,332,tidy_all(library),False
1242,0.270121,53.108859,15.171949037,76.4019686047,53.108542,0,7,0,False,78,105,516,tidy_all(library),False
1243,0.485717,67.786315,15.1601338866,76.3950372663,63.135126,4.650466,6,6,True,0,105,210,tidy_all(library),False
1244,0.276381,70.62141,15.148169455,76.3903960868,70.621121,0,5,0,False,82,105,150,tidy_all(library),False
1245,10.763968,145.566466,15.144648008,76.4459591952,82.888473,62.677225,16,16,True,0,105,199,tidy_all(library),False
1246,8.12627,131.530475,15.1390152809,76.4901682769,47.687909,83.841756,18,18,True,0,105,302,tidy_all(library),False
1247,3.977606,56.502416,15.130064672,76.4741396063,50.588462,5.913085,8,8,True,0,105,389,tidy_all(library),False
1248,22.431491,55.988964,15.1359151739,76.4577252027,55.988684,0,11,0,False,58,105,485,tidy_all(library),False
1249,30.063277,52.122371,15.1478666245,76.4382413323,29.502263,22.619431,10,10,True,0,105,17,tidy_all(library),False
1250,22.299084,55.838741,15.1535875984,76.421761732,55.83844,0,11,0,False,58,105,485,tidy_all(library),False
1251,13.424776,129.68442,15.1522056547,76.4643377978,63.784215,65.89949,14,14,True,0,105,203,tidy_all(library),False
1252,24.549551,53.199058,15.1597115216,76.4457553059,43.76674,9.431625,9,9,True,0,105,97,tidy_all(library),False
1253,0.24766,31.919581,15.1478104429,76.410219652,31.919289,0,4,0,False,40,105,120,tidy_all(library),False
1254,0.25793,50.687857,15.1359365351,76.3897074011,50.6875,0,5,0,False,64,105,12,tidy_all(library),False
1255,12.97076,156.31423,15.1342112948,76.4533922797,71.745673,84.567851,16,16,True,0,105,262,tidy_all(library),False
1256,0.298966,31.916049,15.1223997938,76.4179326115,31.915773,0,6,0,False,57,105,60,tidy_all(library),False
1257,4.298919,299.21071,15.1137892283,76.59517428,259.287651,39.92231,18,18,True,0,105,453,tidy_all(library),False
1258,12.910629,183.352758,15.1120379086,76.6800372242,32.531032,150.820899,14,14,True,0,105,56,tidy_all(library),False
1259,5.020174,106.900983,15.1040221311,76.7040411525,66.959244,39.941013,18,18,True,0,105,268,tidy_all(library),False
1260,2.109383,51.127465,15.0937089254,76.6837422825,51.127172,0,7,0,False,94,105,500,tidy_all(library),False
1261,1.503781,53.856261,15.0829318216,76.6656396011,45.292053,8.563391,21,21,True,0,105,520,tidy_all(library),False
1262,19.109106,223.345883,15.0861221339,76.7818680032,80.235526,143.109562,14,14,True,0,105,265,tidy_all(library),False
1263,14.564575,62.166795,15.0857091908,76.7702962906,62.166458,0,7,0,False,74,105,429,tidy_all(library),False
1264,19.711714,51.021965,15.0893690047,76.7499257753,51.021654,0,12,0,False,102,105,277,tidy_all(library),False
1265,7.811435,128.543504,15.0836156972,76.7908693154,46.492035,82.050689,16,16,True,0,105,316,tidy_all(library),False
1266,10.826667,138.475506,15.0802531785,76.839593357,76.526371,61.948439,16,16,True,0,105,184,tidy_all(library),False
1267,81.537382,74.303988,15.1327055296,76.83759209,59.531524,14.771781,8,8,True,0,105,317,tidy_all(library),False
1268,55.334337,87.313837,15.1644102863,76.8458541128,87.313568,0,13,0,False,91,105,219,tidy_all(library),False
1269,9.476153,48.73125,15.159927814,76.8236991844,48.730949,0,10,0,False,75,105,394,tidy_all(library),False
1270,0.367251,34.293938,15.148280037,76.7902111835,28.814287,5.478913,8,8,True,0,105,31,tidy_all(library),False
1271,64.302669,75.050225,15.1869538285,76.7888421935,75.049935,0,12,0,False,45,105,181,tidy_all(library),False
1272,0.484259,65.920107,15.1753951061,76.7802975904,61.199735,4.71964,6,6,True,0,105,210,tidy_all(library),False
1273,4.277022,93.746942,15.1668339332,76.7936256693,62.300031,31.446153,17,17,True,0,105,10,tidy_all(library),False
1274,10.809275,137.084385,15.1634135573,76.8409496562,76.118814,60.964852,16,16,True,0,105,184,tidy_all(library),False
1275,4.443746,64.459089,15.1550059749,76.8312383929,57.146593,7.311735,11,11,True,106,106,178,tidy_all(library),False
1276,38.486564,172.783525,15.173290895,76.9064361097,29.648733,143.13395,12,12,True,107,107,13,tidy_all(library),False
1277,25.663445,42.931676,15.181505581,76.8798309726,42.931337,0,8,0,False,35,107,393,tidy_all(library),False
1278,29.759977,46.611347,15.1929128357,76.8561467128,46.611002,0,11,0,False,89,107,245,tidy_all(library),False
1279,0.23297,19.712264,15.1812162424,76.8114681493,19.711883,0,0,0,False,0,107,216,tidy_all(library),True
1280,0.848409,43.841088,15.1700187367,76.7857100398,37.744829,6.094409,23,23,True,0,107,345,tidy_all(library),False
1281,18.744311,299.822198,15.1728089727,76.9598212717,52.903533,246.917801,14,14,True,0,107,368,tidy_all(library),False
1282,7.093675,86.540432,15.1665069961,76.967294447,30.918377,55.62132,14,14,True,0,107,557,tidy_all(library),False
1283,0.586762,61.978571,15.1551432042,76.9556118878,61.978295,0,8,0,False,62,107,258,tidy_all(library),False
1284,14.965241,199.48657,15.1549953053,77.0510409829,76.256168,123.229576,16,16,True,0,107,261,tidy_all(library),False
1285,4.243621,93.646244,15.1465039634,77.0639555377,50.808167,42.837253,18,18,True,0,107,292,tidy_all(library),False
1286,0.359055,53.492986,15.1350051695,77.0456266345,53.492658,0,5,0,False,51,107,84,tidy_all(library),False
1287,0.249887,45.539312,15.1234394211,77.0211462036,45.538973,0,5,0,False,44,107,354,tidy_all(library),False
1288,1.006597,53.397815,15.1124791398,77.0028051079,46.121121,7.275867,21,21,True,0,107,334,tidy_all(library),False
1289,29.848695,58.832208,15.1239114251,76.9887084461,52.421747,6.409602,9,9,True,0,107,177,tidy_all(library),False
1290,44.313539,56.820238,15.1465390434,76.9730739729,48.414955,8.404561,10,10,True,0,107,321,tidy_all(library),False
1291,37.761962,71.974345,15.1640567994,76.9692019907,71.974007,0,13,0,False,32,107,218,tidy_all(library),False
1292,0.236487,44.050372,15.1525029528,76.9437230201,44.050045,0,7,0,False,16,107,503,tidy_all(library),False
